open_time,open,high,low,close,volume
2026-07-12T08:00:00+00:00,572.37000000,573.99000000,572.26000000,573.69000000,5808.47100000
2026-07-12T09:00:00+00:00,573.68000000,575.05000000,572.33000000,574.41000000,3697.21900000
2026-07-12T10:00:00+00:00,574.41000000,574.80000000,573.73000000,574.42000000,1725.81800000
2026-07-12T11:00:00+00:00,574.43000000,580.53000000,573.71000000,580.17000000,5956.98900000
2026-07-12T12:00:00+00:00,580.18000000,584.63000000,580.11000000,582.30000000,10661.57000000
2026-07-12T13:00:00+00:00,582.30000000,582.45000000,580.48000000,581.02000000,3931.09000000
2026-07-12T14:00:00+00:00,581.02000000,582.82000000,579.36000000,581.55000000,3334.30800000
2026-07-12T15:00:00+00:00,581.54000000,581.54000000,580.12000000,581.10000000,3489.15800000
2026-07-12T16:00:00+00:00,581.09000000,582.07000000,580.81000000,581.12000000,2790.46000000
2026-07-12T17:00:00+00:00,581.12000000,581.22000000,578.88000000,579.30000000,3972.01500000
2026-07-12T18:00:00+00:00,579.30000000,579.75000000,579.05000000,579.45000000,1330.63800000
2026-07-12T19:00:00+00:00,579.45000000,579.88000000,578.88000000,579.86000000,1471.06600000
2026-07-12T20:00:00+00:00,579.87000000,579.96000000,578.28000000,578.84000000,2034.18300000
2026-07-12T21:00:00+00:00,578.85000000,579.43000000,575.69000000,575.75000000,1964.73900000
2026-07-12T22:00:00+00:00,575.75000000,575.75000000,572.89000000,574.16000000,4872.07300000
